item,itemLabel,parti,partiLabel
http://www.wikidata.org/entity/Q2604303,Philippe Pidoux,http://www.wikidata.org/entity/Q202638,FDP.The Liberals
http://www.wikidata.org/entity/Q2644125,Alexis Gobet,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q22985922,Barbara Gurtner,http://www.wikidata.org/entity/Q362949,Swiss Progressive Organisations
http://www.wikidata.org/entity/Q110844132,Daniel Vogel,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q110904485,Jean-Nicolas Philipona,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q110952713,Marcel Sandoz,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q1334134,Toni Dettling,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q15815388,Hermann Weyeneth,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q3172438,Jean Guinand,http://www.wikidata.org/entity/Q667785,Liberal Party of Switzerland
http://www.wikidata.org/entity/Q1490681,Gabrielle Nanchen,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
