item,itemLabel,parti,partiLabel
http://www.wikidata.org/entity/Q73926886,Ruth Gonseth,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q115886,Elmar Ledergerber,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q116131,Anton Schaller,http://www.wikidata.org/entity/Q550295,Ring of Independents
http://www.wikidata.org/entity/Q116454,Ulrich Schlüer,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q121662,Michael E. Dreher,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q121662,Michael E. Dreher,http://www.wikidata.org/entity/Q672946,Freedom Party of Switzerland
http://www.wikidata.org/entity/Q125476,Remigio Ratti,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q1787401,Lili Nabholz,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q1275218,Margrith von Felten,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q6484053,Verena Hubmann,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q15436384,Stefan Cornaz,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q105770594,Marguerite Florio,http://www.wikidata.org/entity/Q667785,Liberal Party of Switzerland
http://www.wikidata.org/entity/Q110821444,Charles-Albert Antille,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q110916615,Hubert Lauper,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q16266845,Philippe Mamie,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q23641707,Jean Spielmann,http://www.wikidata.org/entity/Q661771,Swiss Party of Labour
http://www.wikidata.org/entity/Q119035,Eric Voruz,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q120632,Josef Kunz,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q123122,Ernst Leuenberger,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q125427,Eugen David,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q690192,Giuliano Bignasca,http://www.wikidata.org/entity/Q668101,Ticino League
http://www.wikidata.org/entity/Q52084972,Barbara Eberhard-Halter,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q53835056,Françoise Vannay-Bressoud,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q66788376,Remo Gysin,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q2271524,Sep Cathomas,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q2476723,Ulrich Siegrist,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q1287750,Silvio Bircher,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q93756463,Marguerite Misteli,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q100595454,Verena Singeisen,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q110825656,Odilo Schmid,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q110896091,Emmanuella Blaser,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q110896091,Emmanuella Blaser,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q110899289,Jean-Jérôme Filliez,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q1358525,Ernst Hasler,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q2645584,Alfred Neukomm,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q3181394,John Dupraz,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q1550054,Pierre Etique,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q1666675,Werner Messmer,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q115520,Moritz Leuenberger,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q120728,Simon Schenk,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q120940,Andrea Hämmerle,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q121743,Jost Gross,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q121886,Jean-Pierre Graber,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q121886,Jean-Pierre Graber,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q121886,Jean-Pierre Graber,http://www.wikidata.org/entity/Q667785,Liberal Party of Switzerland
http://www.wikidata.org/entity/Q123823,Joseph Deiss,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q125425,Bea Heim,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q468835,Chiara Simoneschi-Cortesi,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q1996858,Norbert Hochreutener,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q1065795,Charles Poncet,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q1065795,Charles Poncet,http://www.wikidata.org/entity/Q667785,Liberal Party of Switzerland
http://www.wikidata.org/entity/Q1230099,Olivier Chevallaz,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q2543985,Walter Donzé,http://www.wikidata.org/entity/Q667718,Evangelical People's Party of Switzerland
http://www.wikidata.org/entity/Q2587085,Fernand Cuche,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q19284918,Hansueli von Allmen,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q106371824,Otto G. Loretan,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q110622391,Charles Friderici,http://www.wikidata.org/entity/Q667785,Liberal Party of Switzerland
http://www.wikidata.org/entity/Q17305234,Peter Vollmer,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q3081214,Francine Jeanprêtre,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q73437172,Hans Ulrich Mathys,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q1679016,Jakob Freund,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q115841,Samuel Schmid,http://www.wikidata.org/entity/Q151768,Conservative Democratic Party of Switzerland
http://www.wikidata.org/entity/Q116490,Max Binder,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q117131,Hans Rutschmann,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q117136,Hans Fehr,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q117738,Marianne Kleiner,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q117941,André Bugnon,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q118808,Christiane Brunner,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q120673,Jean-Pierre Grin-Hofmann,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q121303,Christian Wanner,http://www.wikidata.org/entity/Q202638,FDP.The Liberals
http://www.wikidata.org/entity/Q1794227,Kurt Wasserfallen,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q125698,Jürg Scherrer,http://www.wikidata.org/entity/Q2145393,Republican Movement
http://www.wikidata.org/entity/Q518149,André Daguet,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q677774,Toni Bortoluzzi,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q2167523,Rosmarie Bär,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q2174654,Ruedi Baumann,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q2846461,Andreas Herczog,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q2846461,Andreas Herczog,http://www.wikidata.org/entity/Q362949,Swiss Progressive Organisations
http://www.wikidata.org/entity/Q1487049,Rosmarie Dormann,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q1545937,Gret Haller,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q116461,Claude Janiak,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q116500,Hans Kaufmann,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q116829,Hans-Jürg Fehr,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q117064,Christian Waber,http://www.wikidata.org/entity/Q667836,Federal Democratic Union of Switzerland
http://www.wikidata.org/entity/Q117099,Felix Gutzwiller,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q117109,Susanne Leutenegger Oberholzer,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q117793,Thérèse Meyer,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q118232,Christine Egerszegi,http://www.wikidata.org/entity/Q202638,FDP.The Liberals
http://www.wikidata.org/entity/Q118232,Christine Egerszegi,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q119873,Christian Miesch,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q119873,Christian Miesch,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q120521,Gerold Bührer,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q121095,Ursula Haller,http://www.wikidata.org/entity/Q151768,Conservative Democratic Party of Switzerland
http://www.wikidata.org/entity/Q121101,Peter Hess,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q122845,Hans Killer,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q1885978,Maja Ingold,http://www.wikidata.org/entity/Q667718,Evangelical People's Party of Switzerland
http://www.wikidata.org/entity/Q1901891,Markus Wäfler,http://www.wikidata.org/entity/Q667836,Federal Democratic Union of Switzerland
http://www.wikidata.org/entity/Q1944774,Monika Stocker,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q1308705,Margrit Kessler,http://www.wikidata.org/entity/Q545900,Green Liberal Party of Switzerland
http://www.wikidata.org/entity/Q1308705,Margrit Kessler,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q99305410,Samuel Meier,http://www.wikidata.org/entity/Q550295,Ring of Independents
http://www.wikidata.org/entity/Q1450924,François Borel,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q16267411,Anne Mahrer,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q17736443,Barbara Geiser,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q3164696,Jean-Charles Simon,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q3172777,Jean Jacques Schwaab,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q1646725,Walter Müller,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q1651893,Albrecht Rychen,http://www.wikidata.org/entity/Q151768,Conservative Democratic Party of Switzerland
http://www.wikidata.org/entity/Q1651893,Albrecht Rychen,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q116457,Verena Diener,http://www.wikidata.org/entity/Q545900,Green Liberal Party of Switzerland
http://www.wikidata.org/entity/Q116457,Verena Diener,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q118352,Josiane Aubert,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q120013,Georges Theiler,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q120525,Josy Gyr-Steiner,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q121364,Claude Ruey,http://www.wikidata.org/entity/Q667785,Liberal Party of Switzerland
http://www.wikidata.org/entity/Q121539,Heiner Studer,http://www.wikidata.org/entity/Q667718,Evangelical People's Party of Switzerland
http://www.wikidata.org/entity/Q121849,Claude Béglé,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q122440,Boris Banga,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q677887,Jean-Philippe Maitre,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q61596217,Marlyse Dormond Béguelin,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q1150097,Cécile Bühlmann,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q1329834,Elisabeth Caspar-Hutter,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q117815265,Rosemarie Antille,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q1332705,Elmar Bigger,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q18413556,Walter Hess,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q3168266,Jean-Noël Rey,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q3386893,Pierre Rusconi,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q1583982,Hanspeter Thür,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q116079,Jean-François Rime,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q117363,Marianne Huguenin,http://www.wikidata.org/entity/Q661771,Swiss Party of Labour
http://www.wikidata.org/entity/Q117552,Flavio Maspoli,http://www.wikidata.org/entity/Q668101,Ticino League
http://www.wikidata.org/entity/Q117552,Flavio Maspoli,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q118071,Rudolf Joder,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q118421,Martine Brunschwig Graf,http://www.wikidata.org/entity/Q202638,FDP.The Liberals
http://www.wikidata.org/entity/Q118421,Martine Brunschwig Graf,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q118484,Daniel Brélaz,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q119029,Simon Epiney,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q119047,Pierre-François Veillon,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q119448,Christian van Singer,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q120893,Rolf Büttiker,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q123979,Ueli Maurer,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q347303,Adalbert Durrer,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q61596208,Pia Hollenstein,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q1245341,Doris Stump,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q1348117,Ruedi Lustenberger,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q18601443,Ruth Kalbermatten,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q1591536,Tim Guldimann,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q117416,Daniel Vischer,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q115877,Fulvio Pelli,http://www.wikidata.org/entity/Q202638,FDP.The Liberals
http://www.wikidata.org/entity/Q115877,Fulvio Pelli,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q116356,Erwin Jutzet,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q118295,Manuel Tornare,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q118327,Hildegard Fässler,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q118380,Therese Frösch,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q118471,Hansjörg Walter,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q120026,Roland Borer,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q120026,Roland Borer,http://www.wikidata.org/entity/Q2145393,Republican Movement
http://www.wikidata.org/entity/Q120775,Elisabeth Zölch,http://www.wikidata.org/entity/Q151768,Conservative Democratic Party of Switzerland
http://www.wikidata.org/entity/Q122931,Lieni Füglistaller,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q1727261,Rolf Engler,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q1736495,Kathrin Hilber,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q55285021,Françoise Pitteloud,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q2172835,Rudolf Hafner,http://www.wikidata.org/entity/Q545900,Green Liberal Party of Switzerland
http://www.wikidata.org/entity/Q2172835,Rudolf Hafner,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q790291,Barbara Polla,http://www.wikidata.org/entity/Q667785,Liberal Party of Switzerland
http://www.wikidata.org/entity/Q105062122,Rolf Graber,http://www.wikidata.org/entity/Q667785,Liberal Party of Switzerland
http://www.wikidata.org/entity/Q15849165,Stephanie Baumann,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q18018872,Bruno Pezzatti,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q23639138,Hermann Hess,http://www.wikidata.org/entity/Q202638,FDP.The Liberals
http://www.wikidata.org/entity/Q1487644,Menga Danuser,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q1492208,Vreni Müller-Hemmi,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q119566,Christoph Eymann,http://www.wikidata.org/entity/Q202638,FDP.The Liberals
http://www.wikidata.org/entity/Q1918164,Meinrado Robbiani,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q74144,Alexander Tschäppät,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q115875,Pius Segmüller,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q116446,Bruno Zuppiger,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q117113,Andreas Gross,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q117169,Ernst Schibli,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q117171,Filippo Leutenegger,http://www.wikidata.org/entity/Q202638,FDP.The Liberals
http://www.wikidata.org/entity/Q117171,Filippo Leutenegger,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q119435,Luzi Stamm,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q119435,Luzi Stamm,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q119440,Paul Rechsteiner,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q119888,Peter Föhn,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q119970,Jakob Büchler,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q119997,Thomas Müller,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q119997,Thomas Müller,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q120130,Ueli Leuenberger,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q120616,Marcel Scherer,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q121273,Jean-Charles Rielle,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q121837,Hansruedi Wandfluh,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q122099,Silva Semadeni,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q122842,Philipp Müller,http://www.wikidata.org/entity/Q202638,FDP.The Liberals
http://www.wikidata.org/entity/Q122852,Hans Stöckli,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q1721882,Louis Schelbert,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q1873745,Lucrezia Meier-Schatz,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q380063,Johann Schneider-Ammann,http://www.wikidata.org/entity/Q202638,FDP.The Liberals
http://www.wikidata.org/entity/Q380063,Johann Schneider-Ammann,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q528262,Sylvia Flückiger-Bäni,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q2074000,Peter Bodenmann,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q2138047,Regine Aeppli,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q1358187,Kathy Riklin,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q1370037,Esther Egger-Wyss,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q15820891,Jean-Paul Gschwind,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q15821850,Josias Gasser,http://www.wikidata.org/entity/Q545900,Green Liberal Party of Switzerland
http://www.wikidata.org/entity/Q1601560,Alain Schweingruber,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland
http://www.wikidata.org/entity/Q116074,Adrian Amstutz,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q116419,Caspar Baader,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q116442,Dominique Baettig,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q116886,Ulrich Giezendanner,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q116886,Ulrich Giezendanner,http://www.wikidata.org/entity/Q2145393,Republican Movement
http://www.wikidata.org/entity/Q120733,Jean-Claude Rennwald,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q422099,Margret Kiener Nellen,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q3565885,Walter Schmied,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q110904740,Jean-Michel Gros,http://www.wikidata.org/entity/Q667785,Liberal Party of Switzerland
http://www.wikidata.org/entity/Q17274306,Barbara Haering,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q3369002,Patrice Mugny,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q1583861,Hansjörg Hassler,http://www.wikidata.org/entity/Q151768,Conservative Democratic Party of Switzerland
http://www.wikidata.org/entity/Q73929743,Katrin Kuhn,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q117158,Silvia Schenker,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q117478,Francine John-Calame,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q118337,Roberto Zanetti,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q119843,Thomas Burgener,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q119941,Alice Glauser-Zufferey,http://www.wikidata.org/entity/Q385258,Swiss People's Party
http://www.wikidata.org/entity/Q120930,Anita Thanei,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland
http://www.wikidata.org/entity/Q120950,Thomas Weibel,http://www.wikidata.org/entity/Q545900,Green Liberal Party of Switzerland
http://www.wikidata.org/entity/Q122886,Josef Lang,http://www.wikidata.org/entity/Q659739,Green Party of Switzerland
http://www.wikidata.org/entity/Q1901898,Markus Zemp,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
http://www.wikidata.org/entity/Q375806,Adriano Imfeld,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party
